Job Title,Company Name,Country,When Posted,No. of Applicants,Hyperlink,Job Description
Senior Software Solution Engineer,Partners Group,Singapore| Singapore,2 weeks ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/senior-software-solution-engineer-at-partners-group-2183088827?refId=f770566a-6293-4868-b54a-37e594004a48&position=5&pageNum=13&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><strong><u>What It's About<br/><br/></u></strong>The Business Applications Group works closely with the business and responsible for the key applications to administrate monitor and analyze Partners Group’s business processes through the investment value chain. The group is responsible for development customization and on-going enhancement of these applications to best support the global business operations of Partners Group. The Senior Software Solutions Engineer focuses on designing and implementing software solutions for a specific platform being in involved in the entire development cycle from analysis to production deployment as well as support the business analysts and the services team to improve the entire Partners Group business application landscape.<br/><br/><strong><u>Responsibilities<br/><br/></u></strong>We are now looking to add a professional to our growing team based in Singapore for our Investment Management platform. You will have the following responsibilities:<br/><ul> <li> Lead the development of Investment Management Platform and understand the business aspects related to the platform. </li> <li> Design solutions prepare specifications and manage projects together with external developers </li> <li> Assist in the definition of project scope and objectives involving all relevant stakeholders and ensuring technical feasibility </li> <li> Ensure that systems are delivered on-time within scope and within budget </li> <li> Coordinate internal resources and third parties/vendors for the flawless execution of projects </li> <li> Create and maintain comprehensive project documentation </li> <li> Plan monitor track and communicate project progress </li> <li> Manage the relationship with internal clients and stakeholders </li> </ul><ul> <li> Propose strategic approaches to drive the business applications platform further within Partners Group </li> <li> Improve operations by conducting systems analysis and recommending changes in systems and processes </li> <br/><br/></ul><strong><u>What We Expect<br/></u></strong><ul> <li> Solid academic record and a Bachelor/Master degree with emphasis in technology (e.g. Information Technology Management Information Systems Computer Science etc.) </li> <li> Min 8 years of experience software implementation preferably in the Private Equity Domain. </li> <li> Min 2 years of experience in implementation of eFront or another Alternative I nvestment M anagement software </li> <li> Take responsibility and accountability for delivering entire components of a project. </li> <li> Accurate effective and independent working style </li> <li> Good knowledge of relational databases (T-SQL) and the programming languages used in eFront. (Frontscript VB and Javascript) </li> <li> High level of flexibility the ability to work under pressure as well as very good language skills in English (written/oral) </li> <li> Excellent communication and interpersonal skills </li> <li> Strong project management and personal organization skills </li> <li> Ability to multi-task and context-switch effectively between different activities and team in a rapidly changing environment </li> <br/><br/></ul><strong><u>What We Offer<br/></u></strong><ul> <li> A highly collaborative multicultural and entrepreneurial environment that works closely with both the technology and business sides of the firm </li> <li> Opportunity to learn the business from some of the world's leading private market experts </li> <li> Challenging career path with a long-term career potential </li> <br/><br/></ul>www.partnersgroup.com</div>
Senior Software Engineer,Open Government Products| GovTech Singapore,Singapore,1 week ago,49 applicants,https://sg.linkedin.com/jobs/view/senior-software-engineer-at-open-government-products-govtech-singapore-2186356439?refId=f770566a-6293-4868-b54a-37e594004a48&position=6&pageNum=13&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><p><strong>Open Government Products</strong> is an in-house team of engineers designers and product managers who build technology for the public good. We proactively identify areas where technology can help test our prototypes with actual users and bring our best ones to launch. This includes everything from building better frontend applications for citizens to automating the internal operations of public agencies. We use and release open-source software keep a flat hierarchy and bypass bureaucracy to focus on delivery. We work on real problems build for the user and push for change.</p><p><br/></p><p>Projects we have worked on include:</p><p><br/></p><p><strong>Data.gov.sg</strong> - An open repository of all the Singapore Government’s public data. It helps people understand the data using visualizations and articles and provides real-time APIs for developers to use.</p><p><strong>Parking.sg</strong> - A mobile app alternative to parking coupons. It lets users pay extend and refund their parking sessions just using their phones.</p><p><strong>FormSG</strong> - A form builder tool for agencies to self-service and create online forms that capture classified data with the goal of replacing paper forms.</p><p><strong>Isomer</strong> - A static website building and hosting service that helps government agencies create usable informational websites quickly and at no cost.</p><p><br/></p><p><strong>What does a Software Engineer do?</strong></p><p>As a software engineer you will:</p><ul><li>Build prototypes to demonstrate technological opportunities</li><li>Design system architectures</li><li>Write production-quality code</li><li>Manage deployments to cloud infrastructure</li><li>Because our team focuses on pushing new initiatives you will also have to:</li><li>Identify potential projects that improve the public good</li><li>Design novel systems that work around bureaucratic constraints</li><li>Advocate and explain these technical ideas to other government agencies</li></ul><p><br/></p><p>Additionally more senior engineers will be expected to:</p><ul><li>Establish best practices for developer operations</li><li>Share your expertise and mentor other engineers</li><li>Help with recruiting</li></ul><p><br/></p><p>You’re not just here to write code but also to figure out what we should be building and how we should build it.</p><p><br/></p><p>Your job will be to bring expertise and capability to the public sector. Sometimes this means coding new systems from scratch. Other times this means using the best solutions the development community has to offer. We use cloud services open-source software and commodity hardware as far as possible. These often include but are not limited to GitHub AWS React Native MongoDB and Stripe amongst others. Knowing what to build and what to reuse lets us avoid wasting time on solved problems and focus on delivering actual value.</p><p><br/></p><p>You will work on meaningful projects that solve problems pertinent to our society from transportation to education to healthcare. The public sector is full of opportunities where even the simplest software can have a big impact on people’s lives. You will have direct ownership of your work with over 70% of our projects starting as ground-up initiatives. Rather than work on commercial ventures commonly found in the startup scene we’re here to improve how we live as a society through what we can offer as a government.</p><p><br/></p><p><strong>What it is like working here</strong></p><p><strong>Rapid Prototyping</strong> - Instead of spending too much time debating ideas we prefer testing them. This identifies potential problems quickly and more importantly conveys what is possible to others easily.</p><p><strong>Ownership</strong> - In addition to technical responsibilities this means having opinions on what is being done and having ideas on what should be done next. Building something that you believe in is the best way to build something good.</p><p><strong>Continuous Learning</strong> - Working on new ideas often means not fully understanding what you are working on. Taking time to learn new architectures frameworks technologies and even languages is not just encouraged but essential.</p><p><br/></p><p><strong>Job requirements</strong></p><p>We work mostly in Javascript with some Python on the backend. However we don’t require experience in any specific programming language or technology. Core competency in at least one language and the ability to learn is what matters to us.</p><p>We look for people who:</p><ul><li>Have a demonstrated ability to build software - Prior work and personal projects count for much more than specific degrees.</li><li>Write code to solve abstract programming problems - Clear thinking the ability to debug and understanding the limits of an approach matter much more than getting the “correct” answer.</li><li>Talk and reason about code with other engineers - We work as a team so you need to be able to not just solve problems but have other people understand your solutions.</li><li>Take initiative to make things happen - Our job is to push for change in government so we need to challenge the status quo and not wait for instruction.</li><li>Want to work for the public good - We are public servants we serve the public. This sometimes means ignoring political pressures and misguided policies. We need people who will push back if something is not in the public interest.</li></ul><p><br/></p><p>Overall we look for people who have ability initiative good communication and strong values.</p><p>We regret that as a Singapore Government Agency only Singapore Citizens or Permanent Residents will be considered.</p></div>
Software Engineer,AEM Holdings Ltd.,Singapore| Singapore,3 days ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/software-engineer-at-aem-holdings-ltd-2228186325?refId=f770566a-6293-4868-b54a-37e594004a48&position=7&pageNum=13&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><strong><u>Missions<br/><br/></u></strong>You will oversee the development of new features in our software suite in Java allowing the programming of the test platform for semiconductor production as well as the display and analysis of complex electronic components. The ease of use and flexibility of our software suite is recognized by our customers.<br/>Depending on the projects you will also take care of developing low level software in C ++ for our new instruments taking care to optimize the execution speed and the robustness of the code.<br/>Depending on your profile you may have to work on very different software layers close to electronics.<br/>You will join a team of fifteen developers combining youth and experience organized using agile methods in an international context.<br/>Internally you work directly with the hardware and firmware designers. If applicable you are helping customers support to resolve a technical problem. You can be brought to travel internationally (Europe / Asia) at a rate of 1 to 4 times a year.<br/><br/><strong><u>Technical Environment<br/><br/></u></strong>Windows Java (Swing) C/C++ NetBeans Mercurial<br/><br/><strong><u>Profile<br/><br/></u></strong>Curious rigorous you enjoy working on complex technical systems. You like to work in an international context and to travel abroad occasionally. You already have significant experience or internship in C /C ++ or in Java (Swing). Fluency in technical English is essential. Knowledge of electronics would be a plus. Your team spirit allow you integrate quickly internally as on the projects. Beginners accepted.<br/><br/><em><strong> For interested candidates please headover to for application. Thank you.</strong></em></div>
Software Engineer,Canadian International School Bangalore,Singapore| Singapore,4 weeks ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/software-engineer-at-canadian-international-school-bangalore-2236633685?refId=f770566a-6293-4868-b54a-37e594004a48&position=8&pageNum=13&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><strong>Software Engineer<br/><br/></strong>Full-time Posted 24/09/2019 10:51AM<br/><br/><strong><u>CIS Job Description.<br/><br/></u></strong>DesignationSoftware EngineerDivision / department IT DepartmentLocationLakeside CampusReports toManager IT ApplicationsWorks collaboratively withIT Applications and Infrastructure teamsAssigns task to / supervisesNone<br/><br/><strong><u>Key Accountability (Main Purpose Of This Job)<br/><br/></u></strong>This position requires a good mix of technical and business-interfacing skills to scope implement and manage a range of applications for internal and external customers. The ideal candidate is very analytical and solution-focused as well as being effective at managing end-users.<br/><br/><strong><u>Responsibilities (Key Areas Of Responsibilities)<br/></u></strong><ul><li> Oversee the technical evolution of learning management student management and administrative systems.</li> <li> Interface with end-users to understand short and medium term needs.</li> <li> Analyse articulate and model system requirements translating client requirements into highly specified project briefs.</li> <li> Work with line manager to develop optimal solution architectures so as to ensure technical compatibility and user satisfaction.</li> <li> Implement configure and test feasible solutions.</li> <li> Support users on change control and system updates.</li> <li> Stay current with technical and industry developments and standards.<br/></li></ul><strong><u>Requirements<br/></u></strong><ul><li> A Bachelor’s degree in Information systems or related field is required.</li> <li> 3 - 5 years of software development experiences on either student information systems LMS or ERP platforms is required.</li> <li> Hands-on experience with cloud integration platform (Workato Mulesoft etc.) and relational database (MS SQL MySQL Oracle etc)</li> <li> Programming Languages: C#.NET ASP.NET HTML5 CSS Java PHP Web services JavaScript/ JQuery Bootstrap Python.</li> <li> Experience with Google Cloud especially with Kubernetes BigQuery and other data analytics services is a BIG plus.</li> <li> Prior experience in the education sector a plusCIS job description.<br/></li></ul></div>
Senior Software Engineer,ABB,Singapore| Singapore,1 week ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/senior-software-engineer-at-abb-2187594526?refId=f770566a-6293-4868-b54a-37e594004a48&position=9&pageNum=13&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5">Take the next step in your career at ABB working in a team that is dedicated to creating a future where innovative digital technologies allow greater access to cleaner energy.<br/><br/>The quality and innovation of the engineering in our products systems and service offerings keeps our customers ahead. Developing solutions for our customers all over the world and working on our market-leading technologies will challenge and enrich your work and your mind.<br/><br/>ABB Motion is a pioneering technology leader driving innovation in motion industries. We keep the world turning while saving energy every day. Our motors and drives are an integral part of everyone's lives writing the future of smart motion.<br/><br/>You will contribute significantly to successful project results in Motion projects in Service for Singapore. Reporting to the Service Manager you will work independently while collaborating with and providing guidance to the wider R&amp;D team.<br/><br/><br/><strong>Your Responsibilities<br/></strong><ul><li>Being a part of our PC/PLC software/hardware development team for supporting the crane software development </li> <li>Utilizing PC/PLC to develop/design/standardize control signals implement control algorithms and implement control programs specific to PLC HMI Inverter and Field Networking.</li> <li>Involving in each phase of the PC/PLC software and electrical hardware development process including direct software programming and development of documentation.</li> <li>Developing detailed design for HMI / SCADA.</li> <li>Participating in both hardware and software testing and taking lead in performing FAT with customer and site commissioning.</li> <li>Providing technical support and instruction to peers and customers regarding software and troubleshooting.</li> <li>Living ABB’s core values of safety and integrity which means taking responsibility for your own actions while caring for your colleagues and the business.<br/><br/></li></ul><strong>Your background<br/></strong><ul><li>Must have a degree in Electronics/Electrical/mechatronic Engineering with at least 3 to 5 years relevant experience in automation industry.</li> <li>Knowledge and experience in network technologies is preferred (Ethernet TCP/IP CANBUS etc.) PLC various devices such as SCADA VFD HMI</li> <li>Experience or knowledge in crane operation/ design VSD Motor &amp; IEC 61131-3 PLC Programming language will be advantage.</li> <li>Experience in software development on embedded systems using C#/C/C++ and/or assembly will be advantage.<br/><br/></li></ul><strong>More About Us<br/></strong>Bring your very own sense of pride and purpose as you help us drive forward the Fourth Industrial Revolution – creating a sustainable future for our planet and your career. Join ABB and harness the power of our diverse global network as you collaborate with and learn from our world-class teams. Above all challenge yourself every day. Let’s write the future together.<br/><br/>Recruitment Agencies please be aware that this role is being managed by the internal ABB Talent team directly. We will reach out to our preferred agency partners should we require support. Your adherence to our process is appreciated. Call with Soumya Achrekar Paes (soumya.achrekar-paes@in.abb.com) has ended. 8 minutes<br/>Service</div>
Software Developer (Up $5500 / SDLC),MTC Group,Singapore| Singapore,1 month ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/software-developer-up-%245500-sdlc-at-mtc-group-2175673998?refId=f770566a-6293-4868-b54a-37e594004a48&position=10&pageNum=13&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><ul><li>Basic salary: Up $5500</li><li> Mon – Fri: 8:30am – 5:30pm </li><li> Location: Alexandra <br/><br/></li></ul><strong><u>Responsibilities<br/></u></strong><ul><li> Lead the design and development of new software solutions and products </li><li> Enhance and maintain the existing software products and solutions </li><li> Involve in QA FAT deployment and support </li><li> Lead and coordinate in regular project status update meeting on the overall progress of the software development works <br/><br/></li></ul><strong><u>Requirements<br/></u></strong><ul><li> Degree in Information Technology/Computer Science/Computer Engineering </li><li> Have knowledge in all phases of the software development lifecycle (SDLC)</li><li> Good knowledge of iOS/Android/Windows/Linux <br/><br/></li></ul>For consideration kindly submit your CV by clicking “APPLY Now” or email to [Click Here to Email Your Resume]<br/>**Only shortlisted candidate would be notified**<br/><br/>EA Reg. No: R2091429 | Soong Yee Lin</div>
Geo-App Developer| Geospatial Systems ,Esri Singapore,Singapore| Singapore,2 weeks ago,103 applicants,https://sg.linkedin.com/jobs/view/geo-app-developer-geospatial-systems-at-esri-singapore-1961994897?refId=f770566a-6293-4868-b54a-37e594004a48&position=11&pageNum=13&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><p><strong>Why join us?</strong></p><p>Work on the latest location-aware technology in a fast-paced engaging environment and play a vital part in changing the way people work live and experience information. </p><p><br/></p><p>You will incorporate the Internet of Things to robust location-based applications across platforms and devices that will change the way organisations make decisions.</p><p><br/></p><p>Or are you passionate about creating good user experiences like us? We continually push the boundaries of geospatial technology and you can play a key role in taking it further!</p><p><br/></p><p>As a Pioneer and the Leader in location strategy and analytic solutions that enhance the core business of any organisation Esri Singapore has been engaged by more than 500 organisations.</p><p><br/></p><p>They span across industries from commercial and retail to national planning and public safety and have driven the adoption of geospatial technology – Esri’s world-leading ArcGIS platform – as an integral part of their business for better decision-making and business outcomes.</p><p> </p><p>We are looking for motivated individuals – full-stack contributors with a proven history of consistently delivering solutions with strong and positive client outcomes to join Singapore’s largest pool of geospatial solution experts.</p><p><br/></p><p>Augment your current skills with the training provided on Esri’s world-leading ArcGIS technology platform. You will build knowledge and expertise in the fast‑growing field of enterprise geospatial technology while delivering high-value high-impact and cutting-edge solutions.</p><p><br/></p><p><strong>How will you benefit from this role?</strong></p><ul><li>Learn how spatial analysis can solve user’s challenges with geospatial insights and produce better decisions.</li><li>Design and develop digital solutions with your team to identify and solve complex challenges faced by our many clients</li><li>Leverage on development languages like JavaScript .NET C# Python R Swift and Java to develop mission- and business-critical applications that span across multiple domains – from infrastructure planning to operation needs</li><li>Receive training and certification in world-leading ArcGIS technologies as well as support on complementary tools to further augment your current skillset</li><li>Lead agile project teams to design develop and deliver solutions and workflows that apply geospatial concepts and algorithms to enable clients to achieve new levels of effectiveness</li></ul><p> </p><p><strong>What experience is required?</strong></p><ul><li>BA in computer science information technology engineering mathematics GIS or a related field</li><li>Strong passion for detailed innovative and empathic design supported by a well-rounded design background (interaction UI visual and motion design)</li><li>Excellent communication skills to clearly articulate and explain design decisions</li><li>Ability to work in a fast-paced team environment with frequent releases and tight schedules</li><li> Deep functional knowledge or hands-on design experience with Web Services (REST SOAP etc.)</li><li>Minimally 3 years hands-on experience with enterprise software solution stacks and technologies with a strong knowledge in at least one of the following:</li></ul><ol><li>Full-stack development and framework: JavaScript CSS HTML/HTML5 JQuery Dojo React C# Python</li><li>Native mobile application development experience with iOS and Android</li><li>RDBMS such as MySQL MSSQL PostgreSQL or Oracle</li><li>ArcGIS or other GIS software technology</li></ol><p><br/></p><p><strong>How to apply</strong></p><p>If you can see yourself as Esri Singapore’s Geo-App Developer then send us your resume along with a cover letter addressing the selection criteria. Whilst we want to hear everything about you – please limit your cover letter to no more than two pages and send to careers@esrisingapore.com.sg.</p><p>For more information regarding the role of Geo-App Developer please contact Eunice Seah Human Resources by phone on (65) 6742 8622.</p></div>
Software Engineer (C#) - Singapore,WRS Group Ltd,Singapore| Singapore,2 weeks ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/software-engineer-c%23-singapore-at-wrs-group-ltd-2236630864?refId=f770566a-6293-4868-b54a-37e594004a48&position=12&pageNum=13&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><strong><u>Responsibilities<br/></u></strong><ul><li> Working in a strong development team operating in a dynamic environment to deliver innovative solutions.</li> <li> Participating in code reviews pair programming and other agile techniques.</li> <li> Commercial experience in .Net: C# mostly MVC Entity Framework SQL Server experience.</li> <li> Working in a highly collaborative team-based environment you will be eager to think outside the box to develop innovative solutions to complex problems.<br/></li></ul><strong><u>Requirements<br/></u></strong><ul><li> Minimum 2 years of experience with C# and .NET 2.0</li> <li> Understanding of the software development lifecycle.</li> <li> Experience with development methodologies such as Agile and Scrum.</li> <li> Degree qualified in Software Engineering Computer Science or similar.</li> <li> Experience working with MicroServices architecture and REST JSON API based systems and experience working with GIT.</li> <li> Experience working with Haskel or Scala would be a plus.</li> <li> Experience with the following will be a plus: Python Ruby NodeJS Functional programming.<br/></li></ul><strong><u>What's On Offer<br/></u></strong><ul><li> Attractive Package. </li> <li> Fast paced environment.</li> <li> Work on a proven product.<br/></li></ul></div>
Android/iOS Developer - Agile/Kotlin (Government | 2.5 yrs contract | up to $8|500 + bonus),ScienTec Consulting,Singapore| Singapore,2 days ago,39 applicants,https://sg.linkedin.com/jobs/view/android-ios-developer-agile-kotlin-government-2-5-yrs-contract-up-to-%248-500-%2B-bonus-at-scientec-consulting-2203386419?refId=f770566a-6293-4868-b54a-37e594004a48&position=13&pageNum=13&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><ul><li><strong>Working opportunity in Government sector</strong></li><li><strong>Basic up to $8500 + Allowance $110 + Variable Bonus up to 3.5 months (extractive benefits!)</strong></li><li><strong>2.5 years contract till 2023 (subject for renewal)</strong></li><li><strong>Job stability and great career progression!</strong></li></ul><p><strong>Candidates with at least 4 years experience in iOS/Android are welcome to apply!</strong></p><p><br/></p><p> <strong>Working location: Central</strong></p><p> </p><p><strong>Working hours: MON-FRI office hours </strong></p><p> </p><p>Responsibilities for Android Developer:</p><ul><li>Design and build advanced applications for the Android platform</li><li>Conceptualizing and formulating apps that are suitable for use on all types of Android devices</li><li>Collaborating with UI and UX Designers as well as Software Testers to ensure that each app is presentable and in perfect working order</li><li>Continuously discover evaluate and implement new technologies to maximize development efficiency</li></ul><p>Responsibilities for iOS Developer:</p><ul><li>Design and build advanced applications for the iOS platform</li><li>Collaborate with cross-functional teams to define design and ship new features</li><li>Unit-test code for robustness including edge cases usability and general reliability</li><li>Work on bug fixing and improving application performance</li></ul><p>Requirements:</p><ul><li>Degree in Computer Science Computer Engineering or related discipline</li><li>Min 4 years experience in iOS/Android </li><li>For iOS required experience in <strong>Agile Scrum Kanban development methods</strong></li><li>For Android required experience with <strong>Kotlin</strong></li><li>Good communication and interpersonal skill</li></ul><p> </p><p>Interested please send your updated resume to Vivian:</p><p> spvl@scientecpersonnel.com</p><p> </p><p>R2090138 liew chien hui (Vivian)</p><p> 11C5781 ScienTec Consulting Pte Ltd</p></div>
2 * Senior Software Engineer,Nahimic,Singapore| Singapore,2 weeks ago,Over 200 applicants,https://sg.linkedin.com/jobs/view/2-senior-software-engineer-at-nahimic-1844615922?refId=f770566a-6293-4868-b54a-37e594004a48&position=14&pageNum=13&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><p><strong>Nahimic</strong> is the leading 3D gaming audio software developer with more than 150 man-years of research and development in gaming industry. Our team gathers the rare combination of world class audio algorithms PHD DSP engineers and software geniuses based across France Singapore and Taiwan enabling to bring the last decade all innovations that lead the industry. We are the worldwide leader in PC audio gaming software that embedded in millions of gaming devices from gaming headsets to the most powerful gaming PCs by brands such as MSI Dell Gigabyte. Our technology offers the most precise and immersive sound for gamers that allows them to be more efficient in any game and have more immersive feeling.</p><p> </p><p>Nahimic has now joined the <strong>SteelSeries</strong> family to bolster reputation of industry-leading gaming audio performance across both hardware and software. SteelSeries is a leader in gaming peripherals focused on quality innovation and functionality and the fastest growing major gaming headset brand globally. Founded in 2001 SteelSeries improves performance through first-to-market innovations and technologies that enable gamers to play harder train longer and rise to the challenge. SteelSeries is a pioneer supporter of competitive gaming tournaments and eSports and connects gamers to each other fostering a sense of community and purpose. SteelSeries’ team of professional and gaming enthusiasts help design and craft every single accessory and are the driving force behind the company.</p><p> </p><p>We wish to meet passionate people full of energy and motivations ready to achieve great challenges to exhale everyone’s audio experience. We are currently looking for a <strong>Senior Software Engineer</strong> to join our dynamic team in our Singapore office<em>.</em></p><p> </p><p>As a member of the Software team you will directly report to our Software Development Manager based in Singapore. You will work for the top PC industry manufacturer and will be responsible for:</p><p> </p><ul><li>Developing and expanding the whole stack of product software suite (<em>across</em> <em>application middleware and kernel driver layers)</em></li><li>Analyzing user requirements and converting them into design documents</li><li>Developing high-quality software design and architecture</li><li>Producing clean reusable code testing debugging and documenting your changes</li><li>Code review and design validation</li><li>Working independently with various teams across different regions</li></ul><p> </p><p>To succeed in this position you will need to have:</p><p> </p><ul><li>Bachelor’s degree (<em>or equivalent</em>) in programming/engineering related field</li><li>4+ years of experience as a developer</li><li>C++ / C# (<em>strong in at least one</em>)</li><li>Debugging/troubleshooting experience</li><li>Able to work independently and multi-task effectively</li><li>Object Oriented design is a big plus</li><li>Developing applications under Windows environment is a big plus</li><li>Audio related domain knowledge is a plus</li><li>Source code version tool knowledge is a plus (<em>eg. GIT SVN</em>)</li><li>Familiarity with agile processes/practices is a plus (<em>eg. Scrum</em>)</li><li>Curious open to new ideas and quick to learn new skills</li><li>Mature and thoughtful with the ability to operate in a collaborative team-oriented culture</li><li>Strong passion in programming and motivated by the transformational effects of technology-at-scale</li></ul></div>
Head of Developer SA - ASEAN,Amazon Web Services (AWS),Singapore| Singapore,2 days ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/head-of-developer-sa-asean-at-amazon-web-services-aws-2207168506?refId=f770566a-6293-4868-b54a-37e594004a48&position=15&pageNum=13&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><strong><u>Job Description<br/><br/></u></strong><strong>DESCRIPTION<br/><br/></strong>Amazon Web Services seeks a Solution Architect Manager for Developer Solutions Architects who thrives in a dynamic fast-paced environment and has a passion solving business problems through highly scalable event-driven cloud-based applications. Reporting to the Asean Head of Technology this person will work with a team of developer SAs helping Developers understand distributed infrastructure &amp; application architectures such as microservices; technologies in the application integration containerization and serverless space; and patterns and practices frameworks and best-practices used in the design build and deployment of modern applications.<br/><br/>The Developer Solutions Architect Manager is a highly technical individual who can dive deep when designing and building cloud-optimized application architectures help develop a go-to-market strategy with AWS marketing and business development teams and influence product roadmap by working closely with AWS customers and product teams helping to establish AWS as a leading technology platform for developers. The role’s mission is to engage and inspire the broad developer community and foster adoption of the AWS platform SDKs development tools and technologies for the creation of full-stack applications and systems on AWS. Experience working directly with customers engaging in one-to-one and one-to-many forums is required.<br/>This role will also have a team of Developer facing Solutions Architect to manage and lead.<br/><br/>This person must be as comfortable whiteboarding complex application architectures with software engineers and other developer stakeholders as they are briefing an executive audience on the benefits of modern application development techniques on AWS; and be skilled in microservice architecture design DevOps networking and continuous integration/deployment automation. The role’s mission is to engage and inspire the broad developer community and foster adoption of the AWS platform SDKs development tools and technologies for the creation of full-stack applications and systems on AWS. Experience working directly with customers engaging in one-to-one and one-to-many forums is essential. Strong public speaking and writing skills are required and previous AWS experience is preferred but not required.<br/><br/><strong><u>Key Responsibilities Include But Are Not Limited To<br/></u></strong><ul><li> Be an active member of the AWS Solution Architecture team by engaging in on-to-one and one-to-many application architecture and development discussions with developers software engineers enterprise/solution architects and CTOs</li><li> Accelerate adoption of AWS in the student startup and professional developer communities by engaging through conferences startup events meetups user groups and hackathons</li><li> Help lead the direction for AWS developer events to make them best-in-class from a developer’s perspective representing AWS through speaking doing live demos and interacting with attendees</li><li> Creating technical content such as reference apps starter kits and patterns and practical guidance that will get developers excited about the potential of AWS as a development platform</li><li> Contributing to a library of highly-reusable developer-focused artefacts such as demonstrations sample code blog posts tutorials lunch &amp; learns webinars and other modes of technical enablement</li><li> Providing end-user feedback to AWS Product Management and Engineering teams based on the developer ‘voice of the customer‘. Participate in technical and design discussions with AWS technical teams to help speed customer adoption and ensure best practices during implementation</li><li> Manage a team of Developer specialist Solutions Architects and act as player-coach.<br/><br/></li></ul><strong><u>Basic Qualifications<br/></u></strong><ul><li> Be highly technical and analytical possess 7+ years of current solution architecture (implementation development &amp; consulting) experience</li><li> Minimum 3 years of experience leading a development team in a professional production environment</li><li> The right person will have passion for software development application architecture and technology in general as well as a desire to work with educate and inspire a community of developers</li><li> Ability to work with all levels of customer engagement – start-ups enterprises mid-market and the ability to organize and explain complex technical concepts to development teams and executive-level audiences</li><li> Outstanding verbal and written communications skills are a must with the ability to communicate complex ideas and concepts clearly in one-to-one and one-to-many public presentations</li><li> Deep working knowledge of software development practices and technologies along with Application modernisation is a must.</li><li> The role is based in Singapore however travel throughout Asean may be required</li><li> Must have led a team before and have people management skills for a high performance team.<br/></li></ul><strong><u>Preferred Qualifications<br/></u></strong><ul><li> Computer Science IT Systems Software Engineering or Math background is required</li><li> Experience and working knowledge architecting commercial application solutions with expertise in Mobile/Cloud/Web/System/Data development for Linux/Windows and development on mobile platforms such as iOS/Android. High proficiency in web/scripting languages (NodeJS JavaScript Python Ruby); back-end and system languages (Java CSharp C++); mobile languages (Xamarin Java Objective-C); IoT technologies (MQTT); enterprise application and database architecture a bonus.<br/></li></ul>Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race national origin gender gender identity sexual orientation disability age or other legally protected status.<br/><br/><br/><strong>Company</strong> - Amazon Web Services Singapore<br/>Job ID: A1230546</div>
