Job Title,Company Name,Country,When Posted,No. of Applicants,Hyperlink,Job Description
Attractive TECHNICAL ARCHTECT Opening in Singapore,TechMasters corp,Singapore| Singapore,3 weeks ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/attractive-technical-archtect-opening-in-singapore-at-techmasters-corp-2233213193?refId=1442a32a-5c0e-4c34-90bc-95c522328142&position=24&pageNum=12&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><strong><u>Job Description<br/></u></strong><ul><li> Setup Architecture and Design guidelines for the platforms for multi country roll outs</li><li> Develop and Define Architecture Standards</li><li> Provide vision problem anticipation and problem solving ability to customer</li><li> Work collaboratively with development team technical lead and business analyst to determine technical direction and approach to system design and implementation including both core and supporting systems.</li><li> Coach and train project team members on Software Development processes and best practices.</li><li> Assists in technology selection decisions; manages technology risk for the project team</li><li> Work with Infrastructure partners to set up development testing and production environments</li><li> Work with Functional Architect to ensure that non-functional requirements are complete and appropriate</li><li> Develop Designs Frameworks that promote concepts of isolation extensibility and extendibility</li><li> Proposes solutions that satisfy performance requirements; ensures test strategy validates performance requirements; tunes application performance issues</li><li> Work towards in Improving the architecture by tracking emerging technologies; evaluating their applicability to business goals and operational requirements.</li><li> Recommendations to strategic plans and reviews; preparing and completing action plans; implementing production and quality standards; resolving problems; identifying trends; determining system improvements; implementing change.</li><li> Develops and maintains system documentation</li><li> Effectively communicate and coordinate across multiple technical disciplines such as database object-oriented<br/></li></ul><u><strong>JOB REQUIERMENT<br/></strong></u><ul><li> Experience in Architecting Designing applications/product using Java/J2EE in Banking domain</li><li> Experience in J2EE system architecture analysis and design</li><li> Rich Experience in application integration and data architecture</li><li> Extensive experience in Bit Bucket Veracode Dev Ops Sonar Spring Batch<br/></li></ul>/ MVC Hibernate Webservices and Oracle<br/><ul><li> Should have worked in Maven Junit and Ant frameworks</li><li> Experience in Message Queues: JMS-MQ JMS-MDB MQs</li><li> Should have an understanding of BPM RPA and Big Data platforms</li><li> Working knowledge of Unix Linux and AIX</li><li> Experience in Technical Estimation and Proof Of Concept for New Technical frameworks/area</li><li> Possesses strong communication and interpersonal skills</li><li> Should have rich experience in Providing technical guidance to Leads and perform technical Reviews</li><li> Should be able to maintain strong client management and interaction experience with Bank’s Enterprise Architect (s)</li><li> Should be able to drive small teams</li><li> Self-motivated with ability to drive new initiatives independently<br/></li></ul></div>
Technical Architect,Nucleus Software,Singapore| Singapore,4 weeks ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/technical-architect-at-nucleus-software-2236688860?refId=3529576c-2203-47f0-9270-59259fa6880d&position=1&pageNum=13&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><strong><u>Job Responsibilities<br/></u></strong><ul> <li>Work towards in Improving the architecture by tracking emerging technologies; evaluating their applicability to business goals and operational requirements.</li> <li>Recommendations to strategic plans and reviews; preparing and completing action plans; implementing production and quality standards; resolving problems; identifying trends; determining system improvements; implementing change.</li> <li>Setup Architecture and Design guidelines for the platforms for multi country roll outs</li> <li>Develop and Define Architecture Standards</li> <li>Provide vision problem anticipation and problem solving ability to customer</li> <li>Work collaboratively with development team technical lead and business analyst to determine technical direction and approach to system design and implementation including both core and supporting systems.</li> <li>Coach and train project team members on Software Development processes and best practices.</li> <li>Assists in technology selection decisions; manages technology risk for the project team</li> <li>Works with Infrastructure partners to set up development testing and production environments</li> <li>Works with the Functional Architect to ensure that non-functional requirements are complete and appropriate</li> <li>Ensures physical data model supports the performance privacy and security requirements</li> <li>Designs Frameworks that promote concepts of isolation extensibility and extendibility</li> <li>Proposes solutions that satisfy performance requirements; ensures test strategy validates performance requirements; tunes application performance issues</li> <li>Recommends and promotes technical solutions that are consistent with corporate standards</li> <li>Develops and maintains system documentation</li> <li>Effectively communicate and coordinate across multiple technical disciplines such as database object-oriented and Web Front end</li> <br/><br/></ul><strong><u>Experience And Skills<br/></u></strong><ul> <li>15 + years of experience in Architecting <strong> Designing applications/product using Java/J2EE in Banking domain</strong></li> <li><strong>Experience in J2EE system architecture analysis and design</strong></li> <li><strong>Rich Experience in application integration and data architecture</strong></li> <li>Extensive experience in Spring Batch Spring MVC Hibernate EJB Webservices and Oracle</li> <li>Should have an understanding and exposure to BPM RPA and Big Data platforms</li> <li>Experience in Message Queues:<strong> JMS-MQ JMS-MDB MQs</strong></li> <li>Working knowledge of Unix Linux and AIX</li> <li>Should have worked in Maven Junit and Ant frameworks</li> <li>Experience in Architecting platforms targeted for multi country roll outs</li> <li>Experience in Estimation and Proof Of Concept for New Technical frameworks/area</li> <li>Possesses strong communication and interpersonal skills</li> <li>Should have rich experience in Providing technical guidance to Leads and perform technical Reviews</li> <li>Should possess good communication and problem solving skills.</li> <li>Should have strong client management and interaction experience with Bank’s Enterprise Architect (s)</li> <li>Ability to effectively manage small teams</li> <li>Ability to work independently</li> <li>Self-motivated with ability to drive new initiatives</li> <br/></ul>Share your cv with clear details of the number of years of experience in Banking domain as Technical Architect.</div>
Business Development Analyst - Singapore,Shopee,Singapore| Singapore,4 weeks ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/business-development-analyst-singapore-at-shopee-2228585031?refId=3529576c-2203-47f0-9270-59259fa6880d&position=2&pageNum=13&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><br/><strong>Job Description:<br/><br/></strong><ul> <li>Manage and form relationships with a pool of merchants</li> <li>Analyze data reports and trends to understand the best approach to optimize growth for these merchants</li> <li>Provide professional recommendations to merchants to help them accomplish their business needs</li> <li>Prepare and present strategic advice to these merchants on how to best achieve the set KPIs</li> <li>Actively communicate with the merchants once a week to provide support</li> <br/></ul><strong>Requirements:<br/><br/></strong><ul> <li>Min. 1 year experience preferred</li> <li>Experience in e-Commerce will be added advantage</li> <li>Strong analytical skill proficiency in excel is a must</li> <li>Good team player with an aptitude for sales and the ambition to constantly outperform your KPIs</li></ul></div>
Data Analyst,Titansoft Pte Ltd,Central Singapore Community Development Council| Singapore,2 weeks ago,118 applicants,https://sg.linkedin.com/jobs/view/data-analyst-at-titansoft-pte-ltd-2179972601?refId=3529576c-2203-47f0-9270-59259fa6880d&position=3&pageNum=13&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><p><strong>Log on to URL to Apply: https://www.titansoft.com/en/career/72</strong></p><p><br/></p><p><strong>Game changer armed with data.</strong></p><p>You know all about our users through data analysis. And because you do you can identify issues and present insights to our Product Owners spurring them into action. Working with your team you play a key role in enhancing our business value. After all you're the one who ignited the spark. And no spark no fire.</p><p><br/></p><p><strong>What a Data Analyst does in Titansoft</strong></p><ul><li>Conduct data analysis to support Product Owner and Business Leaders in business decisions and requirements</li><li>Develop and automate reports for analytical purposes</li><li>Collaborate with other Product Development teams to understand their business needs formulate and complete end-to-end analysis that includes data gathering analysis ongoing scaled deliverables and presentations</li><li>Support key decision makers to improve products and services</li></ul><p><br/></p><p><strong>What we are looking for in a Data Analyst</strong></p><p><br/></p><p><strong>Qualifications</strong></p><ul><li>Minimum Bachelor in Mathematics Statistics Finance Computer Science Information Technology or other equivalent qualifications</li></ul><p><strong>Experience</strong></p><ul><li>Experience working with statistical software (e.g. R Python Excel etc.) Basic statistical principles and practical applications</li><li>Experience in measuring cost and production</li><li>Experience in scripting with SQL</li></ul><p><strong>Skills</strong></p><ul><li>A/B and Multivariate testing management</li><li>Data visualization (such as Tableau Excel etc)</li><li>Ability to translate analysis results into business recommendations and insights</li><li>Ability to present the insights clearly to technical and non-technical audiences</li><li>Strong written verbal communication and presentations skills</li></ul><p><br/></p><p><strong>What makes a (Super!) Data Analyst in Titansoft AKA the "great to haves"</strong></p><ul><li>Deep interest and aptitude in data metrics analysis and trends and applied knowledge of measurement statistics and program evaluation</li></ul><p><br/></p><p><strong>What everyone gets in Titansoft (psst. We didn't get that Best Tech Company to Work for Award in 2017 for nothing!)</strong></p><ul><li>18 days of rest and relaxation for each year (P.S. It gets even better over the years!)</li><li>Competitive salaries and bonuses bench-marked against big players in the industry (Yeap those companies!)</li><li>Flexible working hours (Sleep in a little longer after fixing that pesky bug from last night)</li><li>Comprehensive insurance coverage Very well-stocked pantry (We've never heard of the term 'Hunger Games' nope)</li><li>Communities of Practice and Workshops catered for your growth and learning</li><li>Substantial subsidies and programs to keep that creative flow while having fun (Health promotion program annual overseas company outing an annual dinner that nobody will ever forget etc.)</li><li>Hardcore work and hardcore fun!</li></ul></div>
ID Power Trader,Centrica Energy Trading,Singapore| Singapore,4 weeks ago,111 applicants,https://sg.linkedin.com/jobs/view/id-power-trader-at-centrica-energy-trading-2157926258?refId=3529576c-2203-47f0-9270-59259fa6880d&position=4&pageNum=13&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><p><strong><u>Do you have what it takes to work in a fast-paced trading environment with ambitions to be the best?<br/><br/></u></strong></p><p> <br/><br/></p><p>Centrica Energy Trading is a leading power and gas trading company that has a strong presence in Europe with further plans to globally expand our business into the American and Asian markets. Currently our European Intraday Power Trading desk is looking to hire a power trader for the Singapore desk. We are looking for a motivated team player who thrives while working under pressure and in fast paced environment who is not afraid of being challenged and challenging others and who above all wants to learn and develop. To be successful in this role you must have a flair for numbers and logical reasoning you must be able to tackle and quickly solve problems and you also need to be good at making decisions under pressure of time.<br/><br/></p><p> <br/><br/></p><p>On our side we promise to offer you exciting working environment with plenty of opportunities to grow through accountability. We believe in learning by doing. Hence from day 1 you will start working together with traders in live markets getting a chance to step right into commodity markets.<br/><br/></p><p>We are a leading Power Trading team in Europe so you will be able to learn from the most talented and experienced traders in the industry. The structure of our team is very flat therefore from the start you will see direct impact of your actions on our team's strategies and PnL.<br/><br/></p><p> <br/><br/></p><p>Your degree your education and your school results matter to us but most of all we care about your passion for trading strong work ethic and desire to grow both on a personal and professional level. If you feel that these terms describe you and you are excited about the opportunity that we are offering then apply now and help us find the new Power trader for our team.<br/><br/></p><p> <br/><br/></p><p>This role will be based in Singapore<br/><br/></p><p> <br/><br/></p><p><strong><u>Job responsibilities will include:<br/><br/></u></strong></p><ul><li>Trading proprietary intraday power in UK and Europe and helping us maximize PnL within our risk and compliance framework</li><li>Participating in the shift rotation that includes day and weekend shifts</li><li>Developing and executing day-to-day and intraday strategies</li><li>Taking active part in developing and executing of algorithmic trading and automatization</li><li>Optimizing portfolios and exploiting the synergies between them</li><li>Conducting market analysis to find new profit opportunities and build strategies to tap into them</li><li>Obtaining expert understanding of the key drivers of the power market</li><li>Taking responsibility for optimizing our daily procedures</li><li>Providing open and honest feedback </li><li>Constantly reviewing and reflecting on your own trading to look for ways to improve the performance both your own and of the team</li></ul><p> <br/><br/></p><p><strong><u>To be successful in this role you will have the following:<br/><br/></u></strong></p><ul><li>Finance/Economics or STEM degree</li><li>A strong interest in trading financial markets and energy systems</li><li>An interest in the commodity markets</li><li>Ability to remain calm under pressure</li><li>Accuracy timeliness and attention to detail</li><li>Focus on results</li><li>Strong communication skills and ability to work in a team</li><li>Proficiency in Excel and programming skills (VBA Python)</li><li>Former experience as a business analyst or trader is preferable but not essential </li><li>Flexibility in terms of working weekends</li></ul><p> <br/><br/></p><p><strong><u>Make a real impact and make the most of your talent<br/><br/></u></strong></p><p>This is your chance at joining a team of international colleagues who sets the bar high and that will help you develop both on a professional and personal level. If you are looking for a career where no days are the same and you are constantly given a chance to prove yourself and leverage your talent this is the place to be.<br/><br/></p><p>So take this opportunity to join one of the most successful European power trading teams. We look forward to hearing from you.<br/><br/></p><p> <br/><br/></p><p>Start date - immediately<br/><br/></p></div>
Senior Admin / Executive - Planning,A*STAR - Agency for Science| Technology and Research,Singapore| Singapore,1 week ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/senior-admin-executive-planning-at-a-star-agency-for-science-technology-and-research-2185709662?refId=3529576c-2203-47f0-9270-59259fa6880d&position=5&pageNum=13&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5">﻿<br/><br/><strong><u>The Candidate Is Required To Provide<br/><br/></u></strong><strong><u>Job Description<br/></u></strong><ul> <li>Business Analyst and Corporate Governance<br/><ul> <li>Develop monitor and track key business performance for routine corporate reporting</li> <li>Communicate measures and indicators of success to various operational units across A*STAR</li> <li>Analyse and synthesize A*STAR’s industry development data to inform business approaches policy making and development of new initiatives</li> <li>Collaborate with IT to create dashboard leveraging on tools such as Tableau PowerBI or an equivalent platform to understand profitability and apply it into daily analysis</li></ul></li></ul><ul> <li>Corporate Support<br/><ul> <li>Support Enterprise’s senior management in key meeting platforms and track closely strategic and management issues across A*STAR;</li> <li>Organise events for Enterprise’s management related to business reviews and charting of strategic directions</li> <li>Provide secretariat and scheduling support to the Enterprise Planning where necessary<br/><br/></li></ul></li></ul><strong><u>Job Requirements<br/></u></strong><ul> <li>Min GCE “A” level or Diploma in any discipline</li> <li>Min 3 years of working experience</li> <li>Proficient in the use of MS Office (Outlook Word Excel Powerpoint). Preference to have advanced knowledge on the use of EXCEL (Pivot Table VSLookup etc)</li> <li>Team player with good interpersonal communication &amp; organizational skills.</li> <li>Adaptable and able to work under pressure.</li> <li>Meticulous and able to work independently in a fast-pace environment.</li></ul></div>
Communications Specialist,Cloudera,Singapore| Singapore,2 weeks ago,113 applicants,https://sg.linkedin.com/jobs/view/communications-specialist-at-cloudera-2201623943?refId=3529576c-2203-47f0-9270-59259fa6880d&position=6&pageNum=13&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><strong><u>Job Description<br/><br/></u></strong>This is a newly created role and requires a passion for the tech industry and a sophisticated understanding of the business and media environments in which the company operates.<br/><br/>Reporting to the Head of APAC Communications you will be responsible for supporting the development of regional and global communications plans and driving the execution of the regional and global Communication initiatives and activities of Cloudera across Asia Pacific (APAC).<br/><br/><strong><u>Job Description<br/></u></strong><ul><li> Support in the development and execution of external and internal communications strategies and developments as well as analyst relations engagements </li><li> Manage or support engagement with the APAC Leadership team and other stakeholders regionally and globally </li><li> Contribute to the development of internal communications plan for APAC </li><li> Coordinate with teams across the company on various communications initiatives </li><li> Manage external agencies and vendors </li><li> Monitor and analyse peer activities industry developments etc <br/><br/></li></ul><strong><u>Job Requirements<br/></u></strong><ul><li> 5-6 years of experience in corporate communications ideally in an agency environment or in-house in the technology sector. </li><li> Familiarity with working with fast-growing companies in the technology sector </li><li> Strong writing and content generation skills. Any graphic design experience will be a bonus! </li><li> Passionate about technology </li><li> Ability to understand nuances working with a culturally diverse workforce </li><li> Ability to work collaboratively with various stakeholders and thrive in a fast-paced and dynamic environment</li></ul></div>
Vice President| Marketing - Asia Pacific,Fortinet,Singapore| Singapore,1 day ago,26 applicants,https://sg.linkedin.com/jobs/view/vice-president-marketing-asia-pacific-at-fortinet-2206957255?refId=3529576c-2203-47f0-9270-59259fa6880d&position=7&pageNum=13&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><strong><u>Role Overview<br/><br/></u></strong><strong>Job Description<br/><br/></strong>Reporting to the CMO the VP of Asia Pacific Marketing will have primary responsibility for leading Asia Pacific marketing functions. This role is responsible for driving innovative/integrated marketing initiatives in partnership with the sales team to position the company and solutions in the APAC market. The VP of Marketing will develop and implement strategies to expand markets and serve as the spokesperson in advancing Fortinet’s image and reputation with customers. The VP of Marketing will provide strong proactive leadership to foster a positive business climate and motivate employees to be effective advocates and architects for growth.<br/><br/><strong><u>Responsibilities<br/></u></strong><ul><li> Establish and achieve revenue growth in Fortinet’s expanding addressable market</li><li> Lead and develop field regional solutions marketing lead generation and sales pipe programs</li><li> Co-own sales performance and growth targets by marketing to technology and market trends and needs</li><li> Plan lead and execute public relations and analyst relations communications</li><li> Lead formulation of the overall marketing plan and operating budget for Fortinet</li><li> Increase Fortinet’s business in the enterprise and commercial segments; drive continued success in carrier and SMB segments</li><li> Create a winning atmosphere by effectively communicating the marketing strategy execution and metrics to all constituencies throughout the organization</li><li> Drive the implementation of front end customer strategies including identifying and involving key customers in product development in local markets</li><li> Foster enterprise-wide thinking to bring organization objectives in line with market needs</li><li> Think strategically but must be able to operate and take tactical actions</li><li> Be accountable for ROI spend efficiency growth and margin %<br/></li></ul><strong><u>Requirements<br/></u></strong><ul><li> 15+ years of experience leading a dynamics and growth-oriented marketing organization</li><li> Excellent references and track record of successful business outcomes in hi-tech and network/cybersecurity industry</li><li> Experience in building strong collaborative business partnerships within complex and global organization</li><li> Experience required include strategically plan analyze design execute communicate and ability to driving change to optimize market conditions</li><li> A track record of strategic and tactical engagements in Enterprise vertical government and channel segments</li><li> Candidate must have passion entrepreneurial spirit drive and desire to succeed in the fast growing competitive markets</li><li> Bachelors of Science Degree in business marketing or other related field</li><li> Masters degree preferred<br/></li></ul>Fortinet is an Equal Opportunity employer.<br/><br/>We will only notify shortlisted candidates.<br/><br/>Fortinet will not entertain any unsolicited resumes please refrain from sending them to any Fortinet employees or Fortinet email aliases. Should any Agency submit any resumes to Fortinet these resumes if considered will be assumed to have been given by the Agency free of any related fees/charges.<br/><br/><strong><u>About Us<br/><br/></u></strong><strong>Fortinet (NASDAQ: FTNT) secures the largest enterprise service provider and government organizations around the world. Fortinet empowers its customers with intelligent seamless protection across the expanding attack surface and the power to take on ever-increasing performance requirements of the borderless network - today and into the future. Only the Fortinet Security Fabric architecture can deliver security features without compromise to address the most critical security challenges whether in networked application cloud or mobile environments. Fortinet ranks number one in the most security appliances shipped worldwide and more than 450000 customers trust Fortinet to protect their businesses.</strong></div>
SQL Developer (Business Analyst),Circles.Life,Singapore| Singapore,2 weeks ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/sql-developer-business-analyst-at-circles-life-2207173278?refId=3529576c-2203-47f0-9270-59259fa6880d&position=8&pageNum=13&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><strong>Our Story<br/><br/></strong>Circles.Life revolutionizes the digital services industry by giving power back to our customers. Born in Singapore as Asia’s first and most successful digital telco our services have been rapidly gaining market share since our 2016 launch while delivering best-in-class customer experience. We are owning the market in innovation customer happiness and growth.<br/><br/>Looking ahead Circles.Life plans to further leverage its telco technology including a new digital data platform to create more lifestyle products. Discover is the first of many more.<br/><br/>We are committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment.<br/><br/><em>Do you want to get firsthand insights on how a hyper-growth company operates and be part of building disruptive technology? Are you passionate about being part of a fun ambitious team that thrives in an entrepreneurial tech environment?<br/><br/></em>If the answer is YES read on to find out more!<br/><br/><strong><u>Job Responsibilities<br/><br/></u></strong>Circles.Life is looking for an <strong>SQL Developer</strong> who possess superior analytical skills energy drive and attention to details and interested to move on to the next stage as a Business Analyst. The successful candidate will be responsible for analyzing and organizing big data as well as management reporting duties. As a key member of our team your responsibilities include:<br/><ul> <li>Working together with various Business Units (including Product Marketing Engineering etc.) to understand their analytics and reporting requirements </li> <li>Creating and implementing various reports from Big Data Platforms and handling Business / Data Analysis as required </li> <li>Create insights that drive key-business decision for various stakeholders</li> <li>Handling various project management for every Business Unit’s analysis and working with our Big Data Team to implement those requirements. </li> <li>Ensuring a high-level of data integrity and data assurance when working on various data-sets </li> <li>Working as a single point-of-contact and taken a self-driven and process oriented approach to various requirements </li> <br/><br/></ul><strong><u>Job Requirements<br/></u></strong><ul> <li>BS in Mathematics Economics Computer Science Information Management Statistics or similar field from a reputable university</li> <li>Minimum 3-4 years’ experience in SQL Development. Efficient in either Oracle or Microsoft Database.</li> <li> Independently writing SQL queries for Data Manipulation.</li> <li>Strong experience in advanced SQL concepts </li> <li>Experience or knowledge in basic statistical and analytical techniques</li> <li>Preferably with experience in reporting tools like Sisense Tableau Qlikview or Power BI.</li> <li>Basic knowledge in Python </li> <li>Strong communication skills and can manage different stakeholders.</li> <br/></ul><strong>Good to Have<br/></strong><ul> <li>JavaScript knowledge (D3JS etc.)</li> <li>Knowledge in Shell scripting</li> <li>Big Data Query engines (Hive Spark Athena etc.)</li> <li>Orchestration tools (Airflow etc.)</li> <br/></ul><em>Circles.Life is committed to a diverse and inclusive workplace. We are an equal opportunity employer and do not discriminate on the basis of race national origin gender disability or age.<br/><br/></em><em>To all recruitment agencies: Circles.Life will only acknowledge resumes from agencies specifically retained for the role.<br/><br/></em><em>We regret to inform you that only shortlisted candidates will be contacted for interviews.</em></div>
Technical Business Analyst,Continental Technology Solutions|Inc,Singapore| Singapore,5 days ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/technical-business-analyst-at-continental-technology-solutions-inc-2220989832?refId=3529576c-2203-47f0-9270-59259fa6880d&position=9&pageNum=13&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><ul><li>Evaluating business processes anticipating requirements uncovering areas for improvement and developing and implementing solutions.</li> <li>Leading ongoing reviews of business processes and developing optimization strategies.</li> <li>Staying up-to-date on the latest process and IT advancements to automate and modernize systems.</li> <li>Conducting meetings and presentations to share ideas and findings.</li> <li>Performing requirements analysis.</li> <li>Documenting and communicating the results of your efforts.</li> <li>Effectively communicating your insights and plans to cross-functional team members and management.</li> <li>Gathering critical information from meetings with various stakeholders and producing useful reports.</li> <li>Working closely with clients technicians and managerial staff.</li> <li>Providing leadership training coaching and guidance to junior staff.</li> <li>Allocating resources and maintaining cost efficiency.</li> <li>Ensuring solutions meet business needs and requirements.</li> <li>Performing user acceptance testing.</li> <li>Managing projects developing project plans and monitoring performance.</li> <li>Updating implementing and maintaining procedures.</li> <li>Prioritizing initiatives based on business needs and requirements.</li> <li>Serving as a liaison between stakeholders and users.</li> <li>Managing competing resources and priorities.</li> <li>Monitoring deliverables and ensuring timely completion of projects.</li> </ul> <strong>Business Analyst Requirements:<br/></strong><ul> <li>A bachelor's degree in business or related field or an MBA.</li> <li>A minimum of 5 years experience in business analysis or a related field.</li> <li>Exceptional analytical and conceptual thinking skills.</li> <li>The ability to influence stakeholders and work closely with them to determine acceptable solutions.</li> <li>Advanced technical skills.</li> <li>Excellent documentation skills.</li> <li>Fundamental analytical and conceptual thinking skills.</li> <li>Experience creating detailed reports and giving presentations.</li> <li>Competency in Microsoft applications including Word Excel and Outlook.</li> <li>A track record of following through on commitments.</li> <li>Excellent planning organizational and time management skills.</li> <li>Experience leading and developing top performing teams.</li> <li>A history of leading and supporting successful projects.</li> <br/><br/></ul><strong>If you are interested kindly forward your resume to tam@ctsincorp.com <br/><br/></strong><strong>Contact Person<br/></strong><strong>Tam Mun Hong (Joe) R1102284<br/></strong><strong>+65 3158 5877<br/></strong><strong>tam@ctsincorp.com</strong></div>
Senior Business Analyst - Business Intelligence Team,Thermo Fisher Scientific,Singapore| Singapore,2 weeks ago,31 applicants,https://sg.linkedin.com/jobs/view/senior-business-analyst-business-intelligence-team-at-thermo-fisher-scientific-2207254757?refId=3529576c-2203-47f0-9270-59259fa6880d&position=10&pageNum=13&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><strong><u>The Main Responsibilities Of This Position Are As Follows<br/></u></strong><ul><li>Lead data driven analytics to support South East Asia &amp; Taiwan business with a deep understanding of our business model products and market</li><li>Prepare the analytics and insights using dashboard and data visualization tools and report out to stakeholders</li><li>Responsible for publishing timely and accurate daily sales reports for the South East Asia &amp; Taiwan region</li><li>Prepare and publish expense reports to cost center owners for discretionary spending such as Telecom expenses T&amp;E spends etc. </li><li>Ensure accurate and timely publication of Headcount Report and maintain cost center database to facilitate headcount reporting on a monthly basis</li><li>Work with cross function and division teams to drive periodic and ad-hoc analysis to meet various requests from our internal customers</li><li>Drive and deploy practical business applications of our underlying data lake</li><li>Understand the markets and industries our products are targeting and thus lead more general analytics using both internal data and externally available data</li><li>Work closely with technical team to streamline solutions to address our customers concerns and improve another team’s productivity</li><li>Own critical BI reports address users’ questions and constantly develop new reports to meet business needs</li><li>Research business problems and create statistic models or any other mathematical models to analyze the causes and find possible solutions<br/><br/></li></ul><strong><u>Profile And Requirements Of The Candidate<br/></u></strong><ul><li>At least 5-years’ experience in a business analysis and data analysis role</li><li>Be passionate about the data science and has a strong data-driven mindset</li><li>Structural and logic thinking person</li><li>Excellent interpersonal and presentation skills</li><li>Experience and hands-on solid skills in dashboard and visualization tools e.g. Power BI Tableau QlikView etc.</li><li>Familiar with mainstream DBMS and SQL</li><li>Familiar with statistics approach and mathematical modelling</li><li>Good knowledge about finance and accounting concepts</li><li>Familiar with both or either of the following programming languages: R and Python </li><li>Willingness to work in a fast-pace quick-changing and multi-background talents environment</li><li>Major in information technology/ data science related subjects in college</li></ul></div>
Data Analyst,Flintex Consulting Pte Ltd,Singapore| Singapore,4 weeks ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/data-analyst-at-flintex-consulting-pte-ltd-2224417507?refId=3529576c-2203-47f0-9270-59259fa6880d&position=11&pageNum=13&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><li>Responsible to monitor analyze and troubleshoot bus &amp; rail AFC devices by checking device logs anddata.</li><ul> <li>Interpret data analyze results using statistical techniques and provide ongoing reports.</li> <li>Handle complex data sets – must be able Identify analyze and interpret trends or patterns in complex<br/><br/>data sets.</li> <li>Visualize the data to get insightful information.</li> <li>Identify trends to identify system degradation and to perform predictive maintenance.</li> <li>Present the findings and translate the data into an understandable document.</li> <li>Need to write and speak clearly easily communicating complex ideas.</li> <li>Work with management to prioritize business and information needs.</li> <li>Develop strategies that optimize statistical efficiency and quality.</li> <li>Locate and define new process improvement opportunities.</li> <br/><br/></ul><strong><u>Requirements<br/></u></strong><ul> <li>Technical expertise regarding data models database design development data mining clustering andsegmentation techniques</li> <li>Strong knowledge of and experience with reporting packages (Cognos) databases (SQL etc.)programming (Python/R and ETL frameworks).</li> <li>Prior experience in handling Python libraries: Pandas Numpy Scikit learn Python Dash BokehMatplotlib.</li> <li>Strong Knowledge in statistics and statistical packages for analyzing datasets (Excel SPSS SAS Pythonetc.)</li> <li>Must have Visualization knowledge and able to create dashboards in Tableau and PowerBI</li> <li>Need to have hands-on experience in Tableau server (Publishing workbook Administration settings)</li> <li>Knowledge in java C/C++ RTOS QNX is added advantage</li> <li>Proven working experience as a data analyst or business data analyst preferred</li> <li>Fresh graduates with relevant expertise and interest will also be considered</li> <li>Degree in Computer Science Electrical/Electronic Engineering/Information Management or Statistics</li></ul></div>
