Job Title,Company Name,Country,When Posted,No. of Applicants,Hyperlink,Job Description
Talent Acquisition Specialist,UNIQGIFT,Singapore| Singapore,4 days ago,198 applicants,https://sg.linkedin.com/jobs/view/talent-acquisition-specialist-at-uniqgift-2224259603?refId=c363bfdf-ce89-4ab3-aa7b-9e6bca8fd503&position=9&pageNum=6&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><p>UNIQGIFT has an immediate opening for a Talent Acquisition Specialist to join our Human Resources department and oversee our full-cycle recruiting.</p><p>Talent Acquisition responsibilities include sourcing candidates through various channels planning interview and selection procedures and hosting or participating in career events. To be successful in this role you should be able to develop long-term recruiting strategies and nurture trusting relationships with potential hires.</p><p>Ultimately you will create strong talent pipelines for our company’s current and future hiring needs.</p><p><strong>Responsibilities</strong></p><ul><li>Coordinate with hiring managers to identify staffing needs</li><li>Determine selection criteria</li><li>Source potential candidates through online channels (e.g. social platforms and professional networks)</li><li>Plan interview and selection procedures including screening calls assessments and in-person interviews</li><li>Assess candidate information including resumes and contact details</li><li>Design job descriptions and interview questions that reflect each position’s requirements</li><li>Lead employer branding initiatives</li><li>Organize and attend job fairs and recruitment events</li><li>Forecast quarterly and annual hiring needs by department</li><li>Foster long-term relationships with past applicants and potential candidates</li></ul><p><br/></p><p><strong>Requirements</strong></p><ul><li>Proven work experience as a Talent Acquisition Specialist or similar role</li><li>Familiarity with social media resume databases and professional networks (e.g. Stack Overflow and Github)</li><li>Hands-on experience with full-cycle recruiting using various interview techniques and evaluation methods</li><li>Excellent verbal and written communication skills</li><li>A keen understanding of the differences between various roles within organizations</li><li>BSc in Human Resources Management or relevant field</li></ul></div>
HR Assistant #SGUnitedMidCareer,Richemont,Singapore| Singapore,5 days ago,76 applicants,https://sg.linkedin.com/jobs/view/hr-assistant-%23sgunitedmidcareer-at-richemont-2194344293?refId=c363bfdf-ce89-4ab3-aa7b-9e6bca8fd503&position=10&pageNum=6&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><p><strong>"We inspire and foster a talent centric journey through empowerment excellence and care" - Richemont HR vision<br/><br/></strong></p><p><strong>Join us in a rewarding HR journey to develop yourself to become a successful HR Talent in one of the leading Luxury Group. <br/><br/></strong></p><p> <br/><br/></p><p><strong>IMPORTANT: This is a 6-months contract role (renewable) to support the Regional HR team <br/><br/></strong></p><p> <br/><br/></p><p><strong>HOW WILL YOU MAKE AN IMPACT?<br/><br/></strong></p><ul> <li>Be our internal communications strategist to communicate business objectives and deepen employee engagement through the various communication channels</li> <li>You will cultivate and foster an engaging and inclusive working environment through Richemont Employee Engagement &amp; CSR activities</li> <li>Ensure that the proper onboarding and offboarding of our employees are well managed with professionalism</li> <li>Support the HR Team with various administration and projects execution  </li> <br/></ul><p> <br/><br/></p><p><strong>HOW WILL YOU EXPERIENCE SUCCESS WITH US?<br/><br/></strong></p><ul> <li>You have a clear passion in Human Resources with 1 - 3 years of experiences </li> <li>Together with your exceptional communication and interpersonal skills you also possess a strong sense of urgency<strong></strong> problem solving skills and a great attention to detail</li> <li>Ability to multi-task responsible proactive and positive attitude</li> <li>The team enjoys collaborating with you because of your responsible positive mindset and ‘can do' attitude</li> <br/></ul><p> <br/><br/></p><p><strong>HOW DO WE KEEP YOU SMILING?<br/><br/></strong></p><ul> <li>A great opportunity to be a part of a dynamic and diverse team that goes the extra mile to uphold outstanding support and service for our internal clients</li> <li>This role will also help deepen your knowledge of Human Resources whilst enhancing your communications and project management</li> <li>Finally a plethora of opportunities within the Richemont Group to help you develop and take your career to the next level</li> <br/></ul><p> <br/><br/></p><p><strong>YOUR JOURNEY WITH US: <br/><br/></strong></p><ul> <li>After being shortlisted (thanks to your superstar profile) you will meet the HR Manager and Senior HR Manager to get to know YOU and assess your fit to this role . They will also share potential growth opportunities should you be successful in this position</li> <br/></ul><p> <br/><br/></p><p> #Richemont #DreamBig #RichemontTalents<br/><br/></p><p> <br/><br/></p><p>This is a concerted effort as part of the SGUnited Jobs thus we will only be able to extend our offers to Singaporeans.</p></div>
Human Resources ,NSI Talent,Singapore| Singapore,2 weeks ago,Over 200 applicants,https://sg.linkedin.com/jobs/view/human-resources-at-nsi-talent-2180267991?refId=c363bfdf-ce89-4ab3-aa7b-9e6bca8fd503&position=11&pageNum=6&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><p>Role Summary:</p><p><br/></p><p>This role carries a dual focus:</p><p>- South East Asia (SEA) lateral recruitment covering Indonesia Malaysia Thailand Singapore</p><p>- Singapore HR Ops</p><p>HR Ops includes performance management compensation and benefits professional development employee</p><p>relations and other day-to-day responsibility of HR service delivery to all employees.</p><p>This roles reports into the Senior HR Manager based in Singapore.</p><p><br/></p><p>Education Experience Knowledge Behaviors &amp;amp; Skills:</p><p><br/></p><p> Bachelor’s degree in HR or a related discipline from a recognized university</p><p> Minimum of 6 years’ experience in HR in a MNC professional services environment with:</p><p>o 2-3 years’ experience of running end to end recruitment via recruiting tools (Yello/Taleo/LinkedIn).</p><p>o 2-3-years’ experience as HR Generalist managing full employee life cycle including benefits</p><p>administration employee onboarding and offboarding performance management employee</p><p>relations and other related HR operational tasks</p><p><br/></p><p> Strong knowledge of labor laws &amp;amp; employment practices in SEA region</p><p> Excellent verbal and written English communication skills with an emphasis on tact and diplomacy</p><p> Highly process-oriented &amp;amp; strong in the execution of tasks</p><p> International mindset with experience of managing international stakeholders</p><p> Advanced level excel/analytical and PowerPoint skills</p><p>Languages</p><p> Must: Fluency in written and spoken English language</p><p> Added advantage: Written and spoken fluency in one or more of ASEAN languages like Indonesian</p><p>Bahasa / Melayu / Mandarin</p><p><br/></p><p>Role &amp;amp; Responsibilities:</p><p><br/></p><p>Recruitment</p><p> Act as a lateral recruitment specialist in SEA region own recruitment end to end including posting open</p><p>positions sourcing screening scheduling interviews gathering interview feedback negotiating offers</p><p>facilitating offer process including salary proposal offer negotiation offer preparation etc.</p><p> Provide advice coaching training support and guidance to hiring managers and candidates</p><p> Timely preparation and submission of periodic recruitment reports</p><p> Manage the existing pipeline of candidates and identify what future opportunities they may be a fit for</p><p> Manage the recruiting system (Taleo) ensuring data integrity at all times</p><p>HR Operations</p><p> Maintain up to date HR data in HRIS (Peoplesoft) and Leave System in lieu of HC movements and</p><p>HC/leave data reporting</p><p> Oversee the execution and administration of operational and transactional HR activities for SEA locations</p><p>including HC planning immigration management benefits management etc</p><p> Organize the steps resources and workflows necessary to get critical tasks accomplished. Look for ways</p><p>to simplify and bring order to complex chaotic and unpredictable activities. Identify opportunities to</p><p>improve efficiency and develop plans success measures and timelines for tasks.</p><p> Manage employee relations which include providing coaching and mentoring guidance</p><p> Manage HR Service vendors to ensure seamless delivery of service in support of business</p><p> Take on SEA wide special projects from time to time and lead to seamless execution within timelines</p><p> Manage logistics associated with new hires including offer preparation and onboarding and orientation</p><p>process</p><p><br/></p><p>Interested candidates can reach out to me directly via samina.moiz@nsitalent.com</p></div>
Human Resources Assistant,HuOrgCology Global Pte. Ltd.,Singapore| Singapore,4 weeks ago,123 applicants,https://sg.linkedin.com/jobs/view/human-resources-assistant-at-huorgcology-global-pte-ltd-2152039902?refId=c363bfdf-ce89-4ab3-aa7b-9e6bca8fd503&position=12&pageNum=6&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5">At least 2 years of HR experiences. <br/><br/>Stay-home mum are welcome.</div>
Admin Assistant,The Children's Cancer Foundation| Inc. (CCF),Singapore| Singapore,2 weeks ago,94 applicants,https://sg.linkedin.com/jobs/view/admin-assistant-at-the-children-s-cancer-foundation-inc-ccf-2203902087?refId=c363bfdf-ce89-4ab3-aa7b-9e6bca8fd503&position=13&pageNum=6&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><strong><u>Responsibilities<br/></u></strong><ul> <li>Provide administrative support to the department</li> <li>Assist on the expense claims processing for staff and handling of petty cash</li> <li>Assist in HR related matters on annual leave and medical leave records and orientation for new staff</li> <li>Consolidating of monthly statistics</li> <li>Responsible for the management of Donation-In-Kind and Sponsorship portfolio</li> <li>Assist in coordinating users’ IT issues with the vendor</li> <li>Able to commit for 6 months assignment</li> <br/><br/></ul><strong><u>Requirements<br/></u></strong><ul> <li>Minimum “O” Level NiTEC or equivalent with minimum 2 years of working experience</li> <li>Proficient with Excel and other Microsoft Office Applications and Internet savvy</li> <li>Excellent interpersonal skills and ability to communicate effectively with all levels of staff</li> <li>Organised meticulous mature and a good team player</li> <li>Knowledge of and working experience in the charity sector strongly preferred</li></ul></div>
Director of HR,ACI HR Solutions,Singapore| Singapore,1 week ago,73 applicants,https://sg.linkedin.com/jobs/view/director-of-hr-at-aci-hr-solutions-2214155478?refId=c363bfdf-ce89-4ab3-aa7b-9e6bca8fd503&position=14&pageNum=6&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><strong><u>The Company<br/><br/></u></strong>Our client is a leading lifestyle entertainment brand that is synonymously known on a global stage and has ambitious growth plans with new and exciting locations opening.<br/><br/><strong> The Role <br/></strong><ul><li> Develop Human Resources strategies aligned with organizational direction/objectives and values. </li><li> Responsible for benefits selection strategy and administration. </li><li> Oversee talent acquisition function. Implement recruitment strategy drive employment branding and manage full life cycle recruitment process. </li><li> Ensures compliance with all applicable laws and regulations in addition to establishing and following Company policy. </li><li> Counsel and mentor management team on employee relation matters. Conducts investigations and implements proper remedial action in response to facts obtained through investigative process. </li><li> Develops and implements a wide variety of people programs policies and processes related to the Human Resource function. </li><li> Facilitates internal meetings trainings etc. for the purpose of identifying issues developing recommendations supporting other staff and educating all employees on important topics. </li><li> Evaluates reports decisions and results of department in relation to established goals. Recommends new approaches policies and procedures to effect continual improvements in efficiency of department and services performed. <br/><br/></li></ul><strong> The Person <br/></strong><ul><li> Minimum of a Bachelor's degree or equivalent in Human Resources Business or Organization Development </li><li>10 years of progressive leadership experience in Human Resources preferably from F&amp;B or Hospitality </li><li> Broad knowledge and experience in employment law compensation organizational planning organization development employee relations safety and training and development </li><li> Demonstrated ability to lead and develop HR staff members </li><li> Served as a successful participant on the executive management team that provides Company leadership and direction</li></ul></div>
Senior Human Resources Specialist,Frazer Jones,Singapore| Singapore,4 days ago,163 applicants,https://sg.linkedin.com/jobs/view/senior-human-resources-specialist-at-frazer-jones-2176265966?refId=c363bfdf-ce89-4ab3-aa7b-9e6bca8fd503&position=15&pageNum=6&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><ul><li>Senior HR Specialist </li><li>Experience in end to end recruitment + hiring blue-collar workers </li><li>Location: Tuas </li><li>Salary: S$100000 to S$120000 + Performance Bonus + Benefits </li></ul><p><strong> </strong> </p><p><strong>About the Company</strong> </p><p><br/> We are partnering a renowned conglomerate that has global presence and strong growth plans for South-East Asia. It is a high energy team with strong collaborative culture. </p><p>  </p><p><strong>Job Description</strong> </p><p><br/> Reporting to the Head of HR you will have the full responsibility to partner with the business in full spectrum of HR functions with a focus on end to end Talent Acquisition. You will play both a hands-on and strategic role to ensure the business is well supported on all HR agenda and at the same time foster a high-performance culture. Apart from that you will play an active part in the recruitment process to find talent and build talent pipelines for the business to make a remarkable impact on the company. </p><p>  </p><p><strong>The Successful Applicant</strong> </p><p><strong><br/></strong> </p><ul> <li>You should      be an all-rounder with a minimum of 8 years of experience in HR </li> <li>You should      come with end to end HR operation experience in a blue-collar environment </li> <li>A fast-paced environment      which will require a strong and resilient individual who is highly adaptable </li> <li>Excellent      communication and influencing skills </li> <li>Familiar with COE      structure </li> <li>Critical to the role      would be prior experience in an engineering pharmaceutical oil &amp; gas      or manufacturing environment </li> </ul><p><br/> </p><p><br/> </p><p>Please reach out to me for a confidential discussion. Successful referrals will be rewarded. </p><p>  </p><p>  </p><p><strong>Daphne Ng</strong> </p><p><strong>LinkedIn: https://www.linkedin.com/in/daphne-ng-11359917b/</strong> </p><p><strong>Email: daphneng@frazerjones.com</strong> </p><p><strong>EA Registration number: R1980651</strong></p></div>
Human Resources Manager,Top International Holding,Singapore| Singapore,2 weeks ago,Over 200 applicants,https://sg.linkedin.com/jobs/view/human-resources-manager-at-top-international-holding-2172533656?refId=c363bfdf-ce89-4ab3-aa7b-9e6bca8fd503&position=16&pageNum=6&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><p>The ideal candidate will support the full scope of Human Resources responsibilities and partner with the organization on strategic initiatives. They will maintain and enhance the organization's human resources by planning implementing and evaluating human resources policies programs and practices. </p><p> </p><p><strong>Responsibilities</strong></p><ul><li>Assist in managing full spectrum of HR function</li><li>Developing and implementing HR strategies and initiatives aligned with the overall business strategy.</li><li>Develop plan and implement internal communication strategies and activities to employee across all business division to enhance employee engagement level</li><li>Managing the recruitment and selection process onboarding and offboarding process</li><li>Work closely with universities/polytechnic for internship program</li><li>Develop training plans and programs to upgrade and enhance staff’s skills and knowledge that cater for business</li><li>Review develop implement and maintain of HR policies (including compensation and benefits) and processes in accordance with company’s development and registrations.</li><li>Assist in nurturing strong company culture to the team and planning employees engagement activities.</li><li>Any other ad-hoc duties as assigned by supervisor</li></ul><p><br/></p><p><strong>Qualifications</strong></p><ul><li>Bachelor's degree or relevant experience</li><li>5+ years' experience in Human Resources</li><li>A bilingual in English and Mandarin to interact and communicate with Chinese staffs and with internal stakeholders</li><li>Good Interpersonal critical thinking and communications skills</li><li>Independent self motivated attention to detail and good judgement</li><li>Efficient computer skills (Microsoft office excel powerpoint)</li></ul></div>
Human Resources Specialist,Takeda,Singapore| Singapore,6 days ago,72 applicants,https://sg.linkedin.com/jobs/view/human-resources-specialist-at-takeda-2191799137?refId=c363bfdf-ce89-4ab3-aa7b-9e6bca8fd503&position=17&pageNum=6&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5">By clicking the “Apply” button I understand that my employment application process with Takeda will commence and that I agree with Takeda’s Privacy Notice Privacy Policy and Terms of Use.<br/><br/><strong><u>About Takeda<br/><br/></u></strong><strong>Job Description<br/><br/></strong>At Takeda we are transforming the pharmaceutical industry through our R&amp;D-driven market leadership and being a values-led company. To do this we empower our people to realize their potential through life-changing work. Certified as a Global Top Employer we offer stimulating careers encourage innovation and strive for excellence in everything we do. We foster an inclusive collaborative workplace in which our global teams are united by an unwavering commitment to deliver <strong>Better Health and a Brighter Future</strong> to people around the world through leading innovation in medicine in our four core therapy areas of Oncology Gastroenterology (GI) Rare Diseases and Neuroscience plus Plasma-Derived Therapies (PDT) and Vaccines.<br/><br/>Discover more at www.takeda.com.<br/><br/><strong><u>Summary<br/><br/></u></strong>Within the framework of TBS People Solutions and in close partnership with Human Resources we aim to provide enhanced and simplified employee experience to employees. The role will provide expertise on human resources topics advisory services on people issues and overall HR support in an international and multicultural environment in close collaboration with the Human Resources community (COEIs and HRBPs) and other relevant stakeholders for the Growth &amp; Emerging Markets regional office in Singapore and for Oceania.<br/><br/><strong><u>Responsibilities<br/></u></strong><ul><li>Serve as first point of contact and respond to employee enquiries regarding HR policies processes and payroll &amp; benefits.</li><li>Ensure the delivery of HR Services is executed efficiently.</li><li>Provide administrative and operational support for employee lifecycle activities.</li><li>Manage end-to-end payroll processing through outsourced payroll vendor ensuring 100% accuracy and timely payments for payroll. Payroll activities include but are not limited to month end reporting labor market surveys headcount reporting and managing audit exercises.</li><li>Accountable for high data quality in Workday from hiring through termination processes.</li><li>Monitor local legislation and ensure compliance with labor legislation.</li><li>Be an ambassador of HR Transformation supporting the changes for Takeda Business Solutions Talent Acquisition and Workday and contribute to optimizing the function.</li><li>Support ad hoc projects as required.<br/><br/></li></ul><strong><u>Qualifications<br/><br/></u></strong><u>Education and Experience Requirements<br/></u><ul><li>Degree in Human Resources Business Management or similar.</li><li>Work experience of 5+ years as an HR Specialist or HR Generalist in a multinational multicultural environment in a matrix organization.</li><li><strong>Payroll experience for Australia is a strict requirement.</strong></li><li>Working experience with HRIS systems.</li><li>Experience working in HR Operations in a shared services model is advantageous.<br/><br/></li></ul><u>Key Skills Abilities and Competencies<br/></u><ul><li>Knowledge in international mobility aspects (tax immigration social benefits and relocation).</li><li>Knowledge of relevant labor legislations.</li><li>Analytical skills; capable of working with complex people data exceptions and understanding the impact on the business.</li><li>Strong communication skills with ability to communicate with employees at all levels.</li><li>Strong interpersonal skills to build and sustain trust and credibility with employees stakeholders and vendors.</li><li>Resilient; has the ability and agility to navigate in an ambiguous environment.</li><li>Strong organization skills.</li><li>Highly meticulous and detail-oriented.<br/><br/></li></ul><strong>Locations<br/><br/></strong>Singapore Singapore<br/><br/><strong>Worker Type<br/><br/></strong>Employee<br/><br/><strong>Worker Sub-Type<br/><br/></strong>Regular<br/><br/><strong>Time Type<br/><br/></strong>Full time</div>
AVP| Talent Acquisition Specialist| Group Human Resources,DBS Bank,Singapore| Singapore,2 days ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/avp-talent-acquisition-specialist-group-human-resources-at-dbs-bank-2207198118?refId=c363bfdf-ce89-4ab3-aa7b-9e6bca8fd503&position=18&pageNum=6&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><strong>Business Function<br/><br/></strong>Group Human Resources has the important role of attracting retaining and nurturing talent to ensure that DBS continues to be a competitive employer in Asia. With a well-established team of HR partners we support and deliver effective people-based solutions and services across businesses. Our goal is to build a high-performance organisation by empowering and engaging our employees. Because we believe that banking is about people.<br/><br/>We are looking for a Talent Acquisition Specialist with passion and ambition and with the right attitude and ability to employ creative and innovative methods to help us find the next generation of technology talent. Reporting into the Talent Acquisition Team Lead you will work closely with key stakeholders from the technology lines of business HR business partners HR specialists etc to be responsible for the technology recruitment strategy. You will take ownership of your allocated portfolio on the full recruitment life cycle from active sourcing to offer.<br/><br/>Perseverance proactivity and personality will be your trademarks. Experience in hiring into the banking and finance and/or technology industry would be a huge advantage and you may have earned your stripes either through in-house or agency experiences.<br/><br/><strong><u>Your Responsibilities Will Include But Are Not Limited To<br/></u></strong><ul> <li>Partnering with HR Business Partners Department Heads and Hiring Managers to understand specific talent needs through a consultative approach and advising accordingly</li> <li>Managing a portfolio of positions simultaneously across the technology businesses</li> <li>Building our knowledge of key markets and developing passive candidates and future talent</li> <li>Evaluating screening and testing candidates’ skills experience and cultural fit</li> <li>Developing and advocating the employer brand and penetration into key talent markets across Asia region and other geographies</li> <li>Managing ad hoc HR related projects</li> <br/><br/></ul><strong><u>You Will Need To<br/></u></strong><ul> <li>Possess a relevant degree (e.g. Technology/Engineering Human Resource Management Business Administration or equivalent).</li> <li>Have at least 5 years’ background in a technology or resourcing and/or researcher role</li> <li>In-house recruiting experience would be an added advantage.</li> <li>Have prior knowledge of hiring in the region and be familiar with local labour laws.</li> <li>Be comfortable managing volume recruitment as well as ad-hoc projects specifically in technology recruitment.</li> <li>Review and improve recruitment methods to ensure selection techniques and recruitment programs are effective.</li> <li>Ensure positive candidate experience throughout the recruitment process.</li> <li>Manage recruitment administration and maintain accurate candidate records and data management in the relevant systems.</li> <li>Have a sense of ownership and be a self-starter with initiative enthusiasm and drive.</li> <li>Thrive on change and enjoy the challenge and rewards of working in a fast paced dynamic and growing environment.</li> <li>Have strong planning and time management skills.</li> <li>Be an effective communicator with good written and verbal skills.</li> <li>Possess strong stakeholder management skills ensuring a strong cadence of communications and provide a high-level partnership with the hiring managers.</li> <li>Be curious and eager to learn adapt unlearn and develop.</li> <br/></ul><strong>Apply Now<br/><br/></strong>We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements.<br/><br/><strong>Primary Location<br/><br/></strong>Singapore<br/><br/><strong>Job<br/><br/></strong>Human Capital Management<br/><br/><strong>Schedule<br/><br/></strong>Regular<br/><br/><strong>Job Type<br/><br/></strong>Full-time<br/><br/><strong>Job Posting<br/><br/></strong>Oct 21 2020 7:16:27 AM</div>
Business Development Manager (HR Services),ELEMENTS GLOBAL SERVICES,Singapore| Singapore,1 month ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/business-development-manager-hr-services-at-elements-global-services-2202408489?refId=c363bfdf-ce89-4ab3-aa7b-9e6bca8fd503&position=19&pageNum=6&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5">We Elements Global Services who was recently listed on the Financial Times as the 4th Fastest Growing Company in Europe is expanding our business lines.<br/><br/>As we ramp up our new divisions we are looking to expand our team by hiring a new Business Development Manager to help lead and execute the revenue growth of our product.<br/><br/>This is an exciting time to join a fast growing organization which has a start up mentality and a solid foundation for growth to build off of. We are purpose driven culture with the strong belief that our organization can help simplify the way organizations globally expand positively impacting local economies and societies around the world!<br/><br/><strong><u>Position Summary<br/><br/></u></strong>With a proven track record on new product positioning within the market you will have the expertise to develop sales strategies to penetrate the market for new opportunities by focusing on our product lines in the Global Mobility space. By developing a deep understanding of our products you will have the ability to position our solution to Enterprise Clients around the world while also collaborating with our other product lines to help your clients expansion.<br/><br/><strong><u>Responsibilities<br/></u></strong><ul><li> Develops and facilitates sales of HR Tax and Mobility products and services within a set of established named accounts to meet or exceed assigned sales and revenue quotas.</li><li> Creating new sales leads and establishing relationships within the industry</li><li> Develops and maintains a working knowledge of product positioning product messaging product capabilities and competitive position.</li><li> Defining competitive pricing points for our products</li><li> Entering into strategic pricing negotiations with our clients</li><li> Identifying opportunities to leverage the other Elements services with existing clients</li><li> Foster relationships with enterprise clients requiring a minimum amount of licenses and products purchases.</li><li> Responsible for RFP and procurement</li><li> Understands future trends and influences positioning of the product in the marketplace.</li><li> Manages the sales critical life cycle to maintain the pipeline plans for long medium and short-term sales.</li><li> Partner with internal cross-functional teams to support the sales process.<br/></li></ul><strong><u>Requirements<br/></u></strong><ul><li> 5+ years of experience in B2B Sales</li><li> Has experienced in a startup organization</li><li> Dynamic personality able to effectively engage and influence a variety of audiences at all levels across the business</li><li> Confident communication (written and verbal) skills and a demonstrated ability to work collaboratively with all levels of internal and external organizations</li><li> A focus on relationships able to gain trust through communication expectation setting and completion of planned deliverables</li><li> Proficient business acumen analytical and organizational skills in a fast-paced environment; a consultative approach to bring in new business</li><li> Demonstrated ability to work independently and remain self-motivated<br/></li></ul>This position description may not describe all duties responsibilities and skills associated with this position. It is intended to portray the major aspects of the job. Other duties or skills may be required.<br/><br/>Elements provides equal employment opportunities to all employees and applicants for employment without regard to race color religion sex national origin age disability or genetics. This policy applies to all terms and conditions of employment including recruiting hiring placement promotion termination layoff recall transfer leaves of absence compensation and training.</div>
Admin Assistant,HETAT PTE LTD,Singapore| Singapore,5 days ago,35 applicants,https://sg.linkedin.com/jobs/view/admin-assistant-at-hetat-pte-ltd-2218793658?refId=c363bfdf-ce89-4ab3-aa7b-9e6bca8fd503&position=20&pageNum=6&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><strong><u>Job Responsibilities<br/></u></strong><ul><li> To provide day-to-day administrative support</li><li> Handled general administrative duties</li><li> To support HR Manager in general HR services</li><li> To update and maintain files and records</li><li> Other Ad-hoc task assigned<br/></li></ul><strong><u>Job Requirements<br/></u></strong><ul><li> Min Diploma in Business Studies Administrative or equivalent.</li><li> At least 1-2 years or relevant working experience</li><li> Familiar with Microsoft Words and Excel</li><li> Possess good working attitude and responsibility</li><li> Good communication interpersonal &amp; organizational skills</li><li> Able to perform multi-tasking<br/></li></ul></div>
Human Resources Business Partner,KELLER,Singapore| Singapore,3 weeks ago,Over 200 applicants,https://sg.linkedin.com/jobs/view/human-resources-business-partner-at-keller-2163553035?refId=c363bfdf-ce89-4ab3-aa7b-9e6bca8fd503&position=21&pageNum=6&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><p>The ideal candidate will have experience in all areas related to the human resources field. They should be comfortable onboarding new candidates and collecting necessary background information as well as assisting employees while at work. This candidate should work closely with management in order to provide training for employees and establish ways to increase employee engagement. </p><p><br/></p><ul><li>5-days work week Mondays to Fridays</li><li>Working Location: Jurong East</li><li>Salary range: SGD $3500 - $5000 monthly</li></ul><p> </p><p><strong><u>Responsibilities:</u></strong></p><p><br/></p><p><strong>Talent Acquisition</strong> - Manage full spectrum of recruitment activities including:</p><ul><li>Working with hiring managers to identify and evaluate hiring needs</li><li>Post job advertisements on various recruitment job posting platforms</li><li>Pre-screen resumes and evaluate candidate’s qualification match cultural fit and compatibility for the advertised job position</li><li>Coordinate interview arrangements and conduct interviews</li><li>Initiate and negotiate employment offer to shortlisted candidates</li><li>Onboarding of new hires</li><li>Prepare and compile recruitment reports requisitions forms and JDs. </li><li>Set standards for ethics values and culture of company</li></ul><p><br/></p><p><strong>Talent Management: </strong></p><ul><li>Support the design development and implementation of the talent review process including Performance Review &amp; Assessment Succession Planning and Diversity &amp; Inclusion initiatives.</li><li>Support the design and implementation of company-wide leadership development and talent management programmes.</li><li>Working with business leaders to identify Learning &amp; Development needs of employees and determining the appropriate development approach - Training needs analysis (TNA) and Total Company Training Plans (TCP).</li><li>Design and Implement career development programme/ framework</li><li>Organise or participate in campus/ talent outreach events including internship management.</li><li>Initiate or participates in improvements to internal HR processes systems and communications towards enhancing service experiences – e.g. learning management system </li></ul><p><br/></p><p><strong><u>Requirements:</u></strong></p><ul><li>Degree in HR Management Business Administration or related discipline with at least 3 years of relevant HR experiences</li><li>3 - 5 years of experience in HR previous experience as Talent Acquisition or L&amp;D Specialist will be an advantage</li><li>Good knowledge of HR operational processes and understanding of local labour laws and legislation</li><li>Excellent interpersonal and communication skills with ability to relate well with people at all levels</li><li>Able to collaborate and influence cross-functional teams internal and external stakeholders</li><li>Demonstrate analytical thinking problem solving and strong decision-making skills</li><li>Able to deal effectively with ambiguity and change</li><li>Proficient in Microsoft Office suite</li></ul></div>
HR Executive - 6 month contract,Volt - International,Singapore| Singapore,4 weeks ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/hr-executive-6-month-contract-at-volt-international-2184353616?refId=c363bfdf-ce89-4ab3-aa7b-9e6bca8fd503&position=22&pageNum=6&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><strong>HR Executive - 6 month contract<br/><br/></strong>Are you a HR professional who is available immediately? My client is looking for a HR Executive to join their team on a 6 month maternity leave contract.<br/><br/>This is a great opportunity to showcase your HR operations experience at a regional level. You should have at least 5 years of HR experience ideally in an MNC environment. Strong attention to detail excellent communication skills and the ability to liaise with stakeholders across different cultures is a must.<br/><br/><strong><u>Responsibilities<br/></u></strong><ul><li>Managing onboarding and offboarding process for employees</li><li>End to end recruitment of junior to mid level roles</li><li>Maintaining leave records for Singapore and countries within APAC</li><li>Payroll administration for Singapore and other countries in APAC</li><li>Processing insurance for employees work pass applications and renewals and tax filing</li><li>Answering any HR related queries from employees<br/><br/></li></ul><strong><u>About You<br/></u></strong><ul><li>A diploma or degree in Business Administration or HR</li><li>At least 4 - 5 years progressive HR experience (including payroll)</li><li>Excellent communication and interpersonal skills with a strong cultural awareness</li><li>Strong reporting skills and an eye for detail</li><li>Experience with Microsoft Office Suite of products</li><li>An ability to prioritise tasks in a fast paced environment</li><li>A self-starter with a positive attitude<br/></li></ul>Please send your resume in WORD format by clicking the apply button below or contact Wendy Young on +65 6701 1503 for a confidential discussion. Please note that only short-listed candidates will be contacted. CEI Reg. Number R2092022 (Young Wendy).<br/><br/>Apply now</div>
